Segment,Make,Model,Vendor,Vendor Name,VENDOR NOTES,Part_ Type,MPN,SKU,Year,unique,match
,Polaris,800 INDY XC 137,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 800 INDY XC 137,#N/A
,Polaris,800 INDY XCR,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 800 INDY XCR,#N/A
,Polaris,800 INDY Adventure 137,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 800 INDY Adventure 137,#N/A
Snow,Polaris,550 IQ Shift,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 550 IQ Shift,550 IQ Shift
Snow,Polaris,IQ Turbo Dragon,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 IQ Turbo Dragon,IQ Turbo Dragon
Snow,Polaris,FS IQ Touring,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 FS IQ Touring,FS IQ Touring
Snow,Polaris,FST IQ Touring,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 FST IQ Touring,FST IQ Touring
,Polaris,FST IQ Cruiser,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 FST IQ Cruiser,#N/A
,Polaris,IQ Shift,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 IQ Shift,#N/A
,Polaris,IQ Turbo LX,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 IQ Turbo LX,#N/A
,Polaris,FST IQ LX,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 FST IQ LX,#N/A
,Polaris,IQ Cruiser,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 IQ Cruiser,#N/A
,Polaris,Turbo IQ LX,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 Turbo IQ LX,#N/A
,Polaris,Turbo IQ LXT,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 Turbo IQ LXT,#N/A
,Polaris,550 IQ LXT,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 550 IQ LXT,#N/A
,Polaris,FS IQ Widetrack,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 FS IQ Widetrack,#N/A
,Polaris,Ranger RZR 800 SW Military,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 Ranger RZR 800 SW Military,#N/A
UTV,Polaris,Ranger RZR S Military,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2009,2009 Ranger RZR S Military,Ranger RZR S Military
,Polaris,440 IQ,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 440 IQ,#N/A
,Polaris,500 XC SP,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 500 XC SP,#N/A
,Polaris,500 XC,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 500 XC,#N/A
Snow,Polaris,600 IQ Shift,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ Shift,600 IQ Shift
Snow,Polaris,600 IQ,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ,600 IQ
,Polaris,600 Dragon SP,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Dragon SP,#N/A
,Polaris,600 IQ Shift 136,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ Shift 136,#N/A
Snow,Polaris,600 SwitchBack,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 SwitchBack,600 SwitchBack
Snow,Polaris,600 IQ Touring,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ Touring,600 IQ Touring
,Polaris,600 Dragon IQ,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Dragon IQ,#N/A
Snow,Polaris,600 Dragon SwitchBack,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Dragon SwitchBack,600 Dragon SwitchBack
,Polaris,600 HO IQ Touring,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO IQ Touring,#N/A
,Polaris,600 IQ LX,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ LX,#N/A
,Polaris,600 RR,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 RR,#N/A
Snow,Polaris,600 RMK 144,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 RMK 144,600 RMK 144
Snow,Polaris,600 RMK 155,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 RMK 155,600 RMK 155
,Polaris,600 HO CFI Touring,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO CFI Touring,#N/A
,Polaris,600 HO CFI SwitchBack,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO CFI SwitchBack,#N/A
,Polaris,600 HO IQ,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO IQ,#N/A
,Polaris,600 HO IQ CFI,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO IQ CFI,#N/A
,Polaris,600 HO IQ LX CFI,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 HO IQ LX CFI,#N/A
Snow,Polaris,600 Rush,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Rush,600 Rush
Snow,Polaris,600 LX,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 LX,600 LX
Snow,Polaris,Wide Track IQ 600,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 Wide Track IQ 600,Wide Track IQ 600
,Polaris,600 Shift 136,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Shift 136,#N/A
,Polaris,600 Rush PRO-R,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 Rush PRO-R,#N/A
,Polaris,600 IQ LXT,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ LXT,#N/A
,Polaris,600 IQ Widetrack,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ Widetrack,#N/A
,Polaris,600 SwitchBack Adventure,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 SwitchBack Adventure,#N/A
,Polaris,600 SwitchBack PRO-R,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 SwitchBack PRO-R,#N/A
,Polaris,600 PRO-RMK 155,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 PRO-RMK 155,#N/A
,Polaris,600 IQ Racer,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 IQ Racer,#N/A
,Polaris,600 INDY,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 INDY,#N/A
,Polaris,600 INDY SP,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 INDY SP,#N/A
,Polaris,600 INDY Voyager,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 INDY Voyager,#N/A
,Polaris,600 SwitchBack Assault 144,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 SwitchBack Assault 144,#N/A
,Polaris,600 INDY SP LE,NACH,NACHMAN INTERNATIONAL CO. LTD,"IT WILL COVER SM-10081 (OLD ITEM), AFTER STOCK OF SM-10081 IS NO LONGER AVAILABLE. INCREASED LIFESPAN OF GEAR DUE TO SM-10086 HAVINGCHAMFER ON EDGE & DEEPER GEAR DEPTH. OEM# 3090254, 5133689; 10 TEETH; MATERIAL: PHOSPHOR BRONZE ALLOY",WATER PUMP GEAR,SM-10086,1101043,2010,2010 600 INDY SP LE,#N/A
